Date,AAPL,QQQ,GLD,TLT,SPY
2019-03-27,46.072750091552734,175.3412322998047,123.6500015258789,120.98712158203125,268.84539794921875
2019-03-28,46.13385772705078,175.74534606933594,121.9000015258789,121.4091796875,269.8644104003906
2019-03-29,46.43454360961914,177.075927734375,122.01000213623047,121.29409790039062,271.5660095214844
2019-04-01,46.749900817871094,179.4217071533203,121.52999877929688,119.57123565673828,274.78662109375
2019-04-02,47.42947769165039,180.10177612304688,121.9800033569336,119.7923583984375,274.92120361328125
2019-04-03,47.75461196899414,181.13668823242188,121.80000305175781,118.75402069091797,275.3538513183594
2019-04-04,47.83771896362305,181.06768798828125,122.11000061035156,119.09053802490234,276.0844421386719
2019-04-05,48.157958984375,182.00401306152344,121.9800033569336,119.24434661865234,277.42071533203125
2019-04-08,48.9157829284668,182.46728515625,122.51000213623047,118.82131958007812,277.6322326660156
2019-04-09,48.76910400390625,181.8265838623047,123.1500015258789,119.19628143310547,276.2094421386719
2019-04-10,49.04288864135742,182.80235290527344,123.52999877929688,119.48473358154297,277.151611328125
2019-04-11,48.6346549987793,182.36868286132812,121.94999694824219,118.7828598022461,277.0746154785156
2019-04-12,48.615089416503906,183.15719604492188,121.83000183105469,117.93682098388672,278.9493408203125
2019-04-15,48.703094482421875,183.18675231933594,121.5999984741211,118.23486328125,278.7666320800781
2019-04-16,48.70798873901367,183.8175506591797,120.51000213623047,117.49459075927734,278.9493408203125
2019-04-17,49.6564826965332,184.4582061767578,120.27999877929688,117.54266357421875,278.2667236328125
2019-04-18,49.834938049316406,184.69476318359375,120.37000274658203,118.1579360961914,278.81475830078125
2019-04-22,49.99871826171875,185.2171173095703,120.37000274658203,117.5907211303711,279.0550231933594
2019-04-23,50.719871520996094,187.57275390625,120.12000274658203,117.8406982421875,281.564208984375
2019-04-24,50.64164352416992,186.9813995361328,120.47000122070312,118.80209350585938,280.9393310546875
2019-04-25,50.18206787109375,187.7403106689453,120.56999969482422,118.62904357910156,280.7662658691406
2019-04-26,49.9424934387207,187.9078369140625,121.37000274658203,119.03282928466797,282.0737609863281
2019-04-29,50.01827621459961,188.2725372314453,120.83000183105469,118.27332305908203,282.51593017578125
2019-04-30,49.05511474609375,186.81382751464844,121.19999694824219,118.87903594970703,282.66015625
2019-05-01,51.4630126953125,186.21258544921875,120.4000015258789,119.3694076538086,280.5355224609375
2019-05-02,51.12810516357422,185.40438842773438,119.94000244140625,118.80099487304688,279.92987060546875
2019-05-03,51.763694763183594,188.3612518310547,120.6500015258789,119.13816833496094,282.6697998046875
2019-05-06,50.96432876586914,187.2080535888672,120.80999755859375,119.46575164794922,281.50653076171875
2019-05-07,49.590476989746094,183.56129455566406,121.20999908447266,120.38099670410156,276.805419921875
2019-05-08,49.600250244140625,183.0980682373047,120.91000366210938,119.86077117919922,276.4209289550781
2019-05-09,49.06733703613281,182.11244201660156,121.19999694824219,120.35211181640625,275.5845642089844
2019-05-10,48.38759231567383,182.33912658691406,121.43000030517578,120.18833923339844,276.9689025878906
2019-05-13,45.5753288269043,176.01144409179688,122.66999816894531,121.13249969482422,270.00860595703125
2019-05-14,46.29679489135742,177.9432830810547,122.45999908447266,120.7760238647461,272.4504699707031
2019-05-15,46.85139083862305,180.4565887451172,122.38999938964844,121.51787567138672,274.0463562011719
2019-05-16,46.64525604248047,182.27012634277344,121.51000213623047,121.11322021484375,276.5843505859375
2019-05-17,46.38022994995117,180.4073028564453,120.6500015258789,121.38298034667969,274.79620361328125
2019-05-20,44.929931640625,177.36175537109375,120.63999938964844,121.13249969482422,272.9792785644531
2019-05-21,45.79127502441406,179.21470642089844,120.36000061035156,120.93981170654297,275.4403076171875
2019-05-22,44.853858947753906,178.41635131835938,120.23999786376953,121.63346862792969,274.5943298339844
2019-05-23,44.08821487426758,175.68621826171875,121.16999816894531,123.00154113769531,271.2391662597656
2019-05-24,43.918888092041016,175.59751892089844,121.30000305175781,123.10752868652344,271.8544616699219
2019-05-28,43.7372932434082,174.93714904785156,120.83000183105469,123.993896484375,269.3260498046875
2019-05-29,43.52870559692383,173.49813842773438,120.87000274658203,124.36964416503906,267.5187072753906
2019-05-30,43.75447463989258,174.2274932861328,121.69000244140625,125.43901062011719,268.2493591308594
2019-05-31,42.96184158325195,171.44805908203125,123.33000183105469,127.00946044921875,264.6346130371094
2019-06-03,42.52748107910156,167.6731719970703,125.11000061035156,127.85902404785156,263.961669921875
2019-06-04,44.08330154418945,172.39425659179688,125.1500015258789,126.40123748779297,269.6913757324219
2019-06-05,44.79495620727539,173.67555236816406,125.47000122070312,125.68684387207031,272.0274658203125
2019-06-06,45.4526252746582,175.055419921875,125.87999725341797,126.09230041503906,273.79638671875
2019-06-07,46.66244125366211,178.4360809326172,126.58999633789062,127.18321228027344,276.5362854003906
2019-06-10,47.258758544921875,180.51571655273438,125.33000183105469,125.98606872558594,277.8052978515625
2019-06-11,47.80599594116211,180.7621307373047,125.18000030517578,126.0633316040039,277.73797607421875
2019-06-12,47.653846740722656,179.71737670898438,125.83000183105469,126.15988159179688,277.2477722167969
2019-06-13,47.6440315246582,180.78187561035156,126.5999984741211,126.59427642822266,278.3917236328125
2019-06-14,47.29802703857422,180.01307678222656,126.55999755859375,126.91287231445312,278.08404541015625
2019-06-17,47.580223083496094,181.09727478027344,126.4800033569336,127.13494873046875,278.1898193359375
2019-06-18,48.699249267578125,183.72885131835938,127.12000274658203,127.7720718383789,281.102783203125
2019-06-19,48.55691146850586,184.4187774658203,127.88999938964844,127.95555877685547,281.73724365234375
2019-06-20,48.94709777832031,186.13377380371094,131.11000061035156,128.29342651367188,284.4290466308594
2019-06-21,48.78022384643555,185.85777282714844,131.97999572753906,126.88391876220703,284.0155944824219
2019-06-24,48.731143951416016,185.86370849609375,133.94000244140625,127.83007049560547,283.6678466796875
2019-06-25,47.99250030517578,182.67312622070312,134.1999969482422,128.22586059570312,280.8855895996094
2019-06-26,49.03053283691406,183.52261352539062,132.97000122070312,127.4052963256836,280.60552978515625
2019-06-27,49.01580810546875,184.2239532470703,132.83999633789062,128.3031005859375,281.6005554199219
2019-06-28,48.56917953491211,184.46102905273438,133.1999969482422,128.21620178222656,283.049560546875
2019-07-01,49.4599723815918,186.95028686523438,130.6199951171875,127.91634368896484,285.6192321777344
2019-07-02,49.74954605102539,187.6911163330078,133.41000366210938,128.9029541015625,286.3631286621094
2019-07-03,50.16181945800781,189.1036834716797,133.6300048828125,129.8218994140625,288.6526184082031
2019-07-05,50.11764144897461,188.7184295654297,132.13999938964844,128.1001434326172,288.32415771484375
2019-07-08,49.08451461791992,187.3948211669922,131.2899932861328,128.2742156982422,286.7398681640625
2019-07-09,49.383907318115234,188.33322143554688,131.75,128.22586059570312,287.09722900390625
2019-07-10,49.87224197387695,190.2100067138672,133.8300018310547,127.51974487304688,288.46905517578125
2019-07-11,49.509063720703125,190.0717010498047,132.6999969482422,125.81729888916016,289.1452331542969
2019-07-12,49.88942337036133,191.16815185546875,133.52999877929688,125.96239471435547,290.4397888183594
2019-07-15,50.35813903808594,191.78062438964844,133.52999877929688,126.68783569335938,290.53631591796875
2019-07-16,50.183902740478516,190.79281616210938,132.39999389648438,126.31058502197266,289.5993347167969
2019-07-17,49.90169906616211,189.85440063476562,134.5800018310547,127.67451477050781,287.62860107421875
2019-07-18,50.468563079833984,190.0717010498047,136.47999572753906,127.68418884277344,288.68157958984375
2019-07-19,49.71519470214844,188.6789093017578,134.47000122070312,127.3843002319336,287.0779113769531
2019-07-22,50.851383209228516,190.18035888671875,134.4499969482422,127.62612915039062,287.7831115722656
2019-07-23,51.248924255371094,191.42501831054688,133.69000244140625,126.9296646118164,289.8408203125
2019-07-24,51.207210540771484,192.76840209960938,134.3699951171875,127.48101806640625,291.2029724121094
2019-07-25,50.80230712890625,190.94094848632812,133.4199981689453,126.87166595458984,289.8118591308594
2019-07-26,50.9789924621582,192.90667724609375,133.63999938964844,127.17150115966797,291.75360107421875
2019-07-29,51.45505905151367,192.24485778808594,134.52999877929688,127.21014404296875,291.2222595214844
2019-07-30,51.23420715332031,191.41513061523438,134.97999572753906,127.51974487304688,290.50738525390625
2019-07-31,52.279598236083984,188.76785278320312,133.2100067138672,128.54507446289062,287.32916259765625
2019-08-01,51.148311614990234,187.82943725585938,136.41000366210938,131.09805297851562,284.82708740234375
2019-08-02,50.06611251831055,185.06356811523438,135.88999938964844,132.3095703125,282.6825256347656
2019-08-05,47.44526290893555,178.52435302734375,137.7899932861328,134.59695434570312,274.1813049316406
2019-08-06,48.34341812133789,181.02349853515625,138.91000366210938,135.67282104492188,278.02618408203125
2019-08-07,48.84402847290039,182.00143432617188,141.02000427246094,135.72125244140625,278.1903991699219
2019-08-08,49.92132568359375,185.96249389648438,141.72999572753906,136.01202392578125,283.6485290527344
2019-08-09,49.509952545166016,184.214111328125,141.25999450683594,135.74061584472656,281.7164306640625
2019-08-12,49.38432693481445,182.10018920898438,142.6300048828125,138.57078552246094,278.2870788574219
2019-08-13,51.475669860839844,186.0908966064453,141.77999877929688,138.09585571289062,282.6148376464844
2019-08-14,49.9434928894043,180.5296173095703,142.75,141.20712280273438,274.25860595703125
2019-08-15,49.6947021484375,180.32215881347656,143.6999969482422,142.77725219726562,274.9831237792969
2019-08-16,50.86723709106445,183.21641540527344,142.77999877929688,141.633544921875,279.04052734375
2019-08-19,51.815608978271484,186.13040161132812,141.11000061035156,139.60784912109375,282.40234375
2019-08-20,51.81807327270508,184.688232421875,142.2100067138672,141.05198669433594,280.2383728027344
2019-08-21,52.37970733642578,186.32797241210938,141.75999450683594,140.1118621826172,282.5182189941406
2019-08-22,52.335365295410156,185.72540283203125,141.39999389648438,139.18142700195312,282.43133544921875
2019-08-23,49.91640090942383,179.84805297851562,144.1699981689453,141.4687957763672,275.1763610839844
2019-08-26,50.86477279663086,182.56446838378906,144.19000244140625,140.8969268798828,278.21942138671875
2019-08-27,50.29081726074219,182.17919921875,145.57000732421875,143.0679931640625,277.12774658203125
2019-08-28,50.6282958984375,182.83116149902344,145.16000366210938,143.252197265625,279.07916259765625
2019-08-29,51.48552322387695,185.62661743164062,144.1199951171875,142.7094268798828,282.64385986328125
2019-08-30,51.41901397705078,185.18212890625,143.75,142.74815368652344,282.5182189941406
2019-09-03,50.670169830322266,183.38433837890625,145.75,142.9326629638672,280.8663024902344
2019-09-04,51.529869079589844,186.03164672851562,146.66000366210938,143.14622497558594,284.0543212890625
2019-09-05,52.537353515625,189.43951416015625,143.13999938964844,140.5538330078125,287.7059020996094
2019-09-06,52.53242874145508,189.25184631347656,141.9199981689453,141.55389404296875,287.9280700683594
2019-09-09,52.756587982177734,188.8567352294922,141.38999938964844,139.03916931152344,288.072998046875
2019-09-10,53.379798889160156,188.31346130371094,140.17999267578125,136.60211181640625,288.0053405761719
2019-09-11,55.07701873779297,190.0815887451172,141.02999877929688,136.3593292236328,290.0533752441406
2019-09-12,54.95384979248047,190.871826171875,141.32000732421875,135.46612548828125,291.05804443359375
2019-09-13,53.88477325439453,190.19024658203125,140.14999389648438,132.57264709472656,290.8648681640625
2019-09-16,54.16806411743164,189.3407440185547,141.32000732421875,134.2621307373047,289.96636962890625
2019-09-17,54.36512756347656,190.24952697753906,141.60000610351562,134.99034118652344,290.70062255859375
2019-09-18,54.875022888183594,190.17050170898438,140.7100067138672,135.56317138671875,290.87451171875
2019-09-19,54.42917251586914,190.48660278320312,141.27999877929688,135.97096252441406,290.85516357421875
2019-09-20,53.63352584838867,188.4714813232422,142.9499969482422,137.76724243164062,289.4809265136719
2019-09-23,53.87739181518555,188.55462646484375,143.75,137.7380828857422,289.4129943847656
2019-09-24,53.6212043762207,186.0504608154297,144.50999450683594,139.39842224121094,287.1420593261719
2019-09-25,54.44641876220703,188.138916015625,141.8300018310547,137.35943603515625,288.84039306640625
2019-09-26,54.16560363769531,187.44606018066406,141.7899932861328,138.24302673339844,288.23870849609375
2019-09-27,53.90203094482422,185.1200714111328,141.05999755859375,138.5828399658203,286.6858825683594
2019-09-30,55.17062759399414,186.8818817138672,138.8699951171875,138.92266845703125,288.01544189453125
2019-10-01,55.3233528137207,185.35760498046875,139.6300048828125,139.3408660888672,284.5896301269531
2019-10-02,53.9365119934082,182.17050170898438,141.25999450683594,139.68128967285156,279.56243896484375
2019-10-03,54.394683837890625,184.1698760986328,141.89999389648438,140.95550537109375,281.8528137207031
2019-10-04,55.919471740722656,186.8818817138672,141.89999389648438,141.99623107910156,285.6669006347656
2019-10-07,55.93178939819336,186.3177032470703,140.69000244140625,140.8192901611328,284.434326171875
2019-10-08,55.27655029296875,183.52650451660156,141.9199981689453,141.19863891601562,280.0185852050781
2019-10-09,55.92439270019531,185.31800842285156,142.0500030517578,140.4010772705078,282.677734375
2019-10-10,56.67817306518555,186.75320434570312,140.80999755859375,138.30987548828125,284.5896301269531
2019-10-11,58.18571472167969,189.1584014892578,140.02999877929688,136.5980224609375,287.5399475097656
2019-10-14,58.101951599121094,189.1385955810547,140.58999633789062,137.5901336669922,287.2196960449219
2019-10-15,57.96648025512695,191.5437774658203,139.61000061035156,135.92691040039062,290.0632019042969
2019-10-16,57.73246383666992,191.0686798095703,140.41000366210938,136.0922088623047,289.597412109375
2019-10-17,57.95662307739258,191.573486328125,140.61000061035156,135.76156616210938,290.45147705078125
2019-10-18,58.234981536865234,189.73248291015625,140.4600067138672,135.76156616210938,289.1800842285156
2019-10-21,59.24493408203125,191.4151153564453,139.7899932861328,134.7402801513672,291.14044189453125
2019-10-22,59.10945129394531,189.89083862304688,140.1999969482422,135.52813720703125,290.18939208984375
2019-10-23,59.90263366699219,190.25704956054688,140.52999877929688,135.66429138183594,291.03375244140625
2019-10-24,60.00116729736328,192.1079559326172,141.52999877929688,135.39195251464844,291.5093078613281
2019-10-25,60.74015808105469,193.6421356201172,141.86000061035156,134.73052978515625,292.7030029296875
2019-10-28,61.348594665527344,195.55242919921875,140.63999938964844,133.5050048828125,294.35284423828125
2019-10-29,59.92973327636719,194.0380401611328,140.25,133.59254455566406,294.2655029296875
2019-10-30,59.922340393066406,194.97836303710938,141.02000427246094,135.54754638671875,295.1680908203125
2019-10-31,61.27716064453125,195.0674285888672,142.42999267578125,137.37615966796875,294.3819885253906
2019-11-01,63.016258239746094,196.8391571044922,142.55999755859375,136.95326232910156,297.109130859375
2019-11-04,63.43008804321289,198.05657958984375,142.14999389648438,135.1507568359375,298.3027648925781
2019-11-05,63.33894729614258,198.1654510498047,139.85000610351562,133.63076782226562,297.97283935546875
2019-11-06,63.36604309082031,197.7200469970703,140.4499969482422,134.43951416015625,298.0407409667969
2019-11-07,64.09736633300781,198.38320922851562,138.27000427246094,132.00364685058594,299.0888977050781
2019-11-08,64.27278900146484,199.175048828125,137.38999938964844,131.44822692871094,299.8265380859375
2019-11-11,64.78175354003906,198.90782165527344,137.05999755859375,131.53594970703125,299.25384521484375
2019-11-12,64.72244262695312,199.48187255859375,137.42999267578125,132.1400909423828,299.8846740722656
2019-11-13,65.34259796142578,199.53135681152344,137.97999572753906,132.99746704101562,299.9817810058594
2019-11-14,64.89047241210938,199.37298583984375,138.55999755859375,134.3712921142578,300.4184265136719
2019-11-15,65.66132354736328,200.837890625,138.2100067138672,134.22511291503906,302.5924072265625
2019-11-18,65.99239349365234,200.9962615966797,138.6199951171875,134.4687042236328,302.81561279296875
2019-11-19,65.79226684570312,201.29319763183594,138.69000244140625,135.58920288085938,302.7282409667969
2019-11-20,65.0263442993164,200.0856475830078,138.75999450683594,136.9922637939453,301.6025085449219
2019-11-21,64.73481750488281,199.6402587890625,138.0,136.1348114013672,301.1172180175781
2019-11-22,64.67797088623047,199.7689208984375,137.74000549316406,136.3102264404297,301.7868957519531
2019-11-25,65.81202697753906,202.134521484375,137.0800018310547,136.70970153808594,304.12579345703125
2019-11-26,65.29813385009766,202.5205535888672,137.74000549316406,137.5086669921875,304.81488037109375
2019-11-27,66.17523193359375,203.9359130859375,137.00999450683594,137.10919189453125,306.173583984375
2019-11-29,66.02944946289062,203.00552368164062,137.86000061035156,136.81687927246094,305.0380554199219
2019-12-02,65.26600646972656,200.92697143554688,137.7899932861328,134.99267578125,302.44683837890625
2019-12-03,64.10231018066406,199.3532257080078,139.11000061035156,137.82315063476562,300.4184265136719
2019-12-04,64.66809844970703,200.36280822753906,138.9199981689453,136.44696044921875,302.27215576171875
2019-12-05,65.61683654785156,200.75869750976562,139.0,135.7832794189453,302.81561279296875
2019-12-06,66.88431549072266,202.90655517578125,137.6199951171875,135.03175354003906,305.5815124511719
2019-12-09,65.94792938232422,201.98606872558594,137.5800018310547,135.3245086669922,304.6207580566406
2019-12-10,66.3333511352539,201.81776428222656,137.97000122070312,135.33432006835938,304.2810974121094
2019-12-11,66.89913940429688,202.88674926757812,138.9199981689453,136.39817810058594,305.14483642578125
2019-12-12,67.06962585449219,204.401123046875,138.42999267578125,134.1533203125,307.7748718261719
2019-12-13,67.9813003540039,205.07418823242188,139.0500030517578,135.7052001953125,307.9592590332031
2019-12-16,69.1449966430664,207.1329345703125,139.0399932861328,134.48516845703125,310.074951171875
2019-12-17,69.28089904785156,207.25172424316406,139.00999450683594,134.2996826171875,310.1429443359375
2019-12-18,69.11534881591797,207.41009521484375,139.02000427246094,133.1968231201172,310.1623229980469
2019-12-19,69.18453216552734,208.70672607421875,139.3800048828125,133.40989685058594,311.4336853027344
2019-12-20,69.0412368774414,209.5480499267578,139.52000427246094,133.58587646484375,312.7990417480469
2019-12-23,70.16788482666016,210.1015167236328,139.9499969482422,133.390380859375,313.2769470214844
2019-12-24,70.23458099365234,210.21063232421875,141.27000427246094,133.77163696289062,313.2866516113281
2019-12-26,71.62806701660156,212.0655517578125,142.3800048828125,134.09423828125,314.9543762207031
2019-12-27,71.60087585449219,211.8870086669922,142.3300018310547,134.2408905029297,314.8763732910156
2019-12-30,72.02583312988281,210.49832153320312,142.6300048828125,133.75210571289062,313.1404113769531
2019-12-31,72.55209350585938,210.8950653076172,142.89999389648438,132.44216918945312,313.90106201171875
2020-01-02,74.20746612548828,214.4164581298828,143.9499969482422,133.9378204345703,316.836669921875
2020-01-03,73.48602294921875,212.45240783691406,145.86000061035156,136.00050354003906,314.4375
2020-01-06,74.07157897949219,213.8212890625,147.38999938964844,135.22821044921875,315.6371154785156
2020-01-07,73.72321319580078,213.79151916503906,147.97000122070312,134.56349182128906,314.74957275390625
2020-01-08,74.90914916992188,215.3984375,146.86000061035156,133.6739044189453,316.42706298828125
2020-01-09,76.50027465820312,217.2236328125,146.02999877929688,134.14312744140625,318.5726318359375
2020-01-10,76.67322540283203,216.6681365966797,146.91000366210938,135.33578491210938,317.6558837890625
2020-01-13,78.31129455566406,219.1678009033203,145.82000732421875,134.9252166748047,319.84051513671875
2020-01-14,77.25383758544922,218.30482482910156,145.69000244140625,135.6192626953125,319.3528747558594
2020-01-15,76.92277526855469,218.3940887451172,146.5399932861328,136.51864624023438,320.0745849609375
2020-01-16,77.88633728027344,220.48707580566406,146.30999755859375,136.08853149414062,322.737060546875
2020-01-17,78.74861907958984,221.5782012939453,146.5800018310547,134.9252166748047,323.74163818359375
2020-01-21,78.21495056152344,221.47901916503906,146.74000549316406,136.34266662597656,323.1076965332031
2020-01-22,78.494140625,222.06423950195312,146.7899932861328,136.8216552734375,323.14666748046875
2020-01-23,78.87215423583984,222.77845764160156,147.1199951171875,137.77969360351562,323.51727294921875
2020-01-24,78.64485168457031,220.90370178222656,147.97999572753906,138.89410400390625,320.64019775390625
2020-01-27,76.332275390625,216.34080505371094,148.99000549316406,141.05458068847656,315.5005798339844
2020-01-28,78.49166870117188,219.6637725830078,147.66000366210938,139.94989013671875,318.8067321777344
2020-01-29,80.13467407226562,220.0208740234375,148.4600067138672,141.3185577392578,318.5434265136719
2020-01-30,80.0185546875,220.80450439453125,148.47000122070312,141.33807373046875,319.57720947265625
2020-01-31,76.47063446044922,217.302978515625,149.3300018310547,142.62852478027344,313.77435302734375
2020-02-03,76.26062774658203,220.58627319335938,148.36000061035156,142.51295471191406,316.105224609375
2020-02-04,78.77826690673828,225.63522338867188,146.42999267578125,140.59375,320.9230651855469
2020-02-05,79.42064666748047,226.37916564941406,146.61000061035156,139.05638122558594,324.6291198730469
2020-02-06,80.3496322631836,228.33328247070312,147.39999389648438,139.6830596923828,325.721435546875
2020-02-07,79.2574691772461,227.35125732421875,147.7899932861328,141.42604064941406,323.98541259765625
2020-02-10,79.63390350341797,230.09890747070312,148.1699981689453,141.81773376464844,326.4040832519531
2020-02-11,79.1534423828125,230.13856506347656,147.66000366210938,141.1029052734375,326.9697570800781
2020-02-12,81.03316497802734,232.38037109375,147.5399932861328,140.3880615234375,329.0763244628906
2020-02-13,80.45611572265625,232.08279418945312,148.3800048828125,140.9266357421875,328.7252197265625
2020-02-14,80.47593688964844,232.74737548828125,149.0,141.5435028076172,329.2519226074219
2020-02-18,79.00238037109375,232.83663940429688,150.91000366210938,142.51295471191406,328.4034118652344
2020-02-19,80.14654541015625,235.06851196289062,151.7899932861328,142.50315856933594,329.97357177734375
2020-02-20,79.32433319091797,232.88624572753906,152.41000366210938,143.619384765625,328.6180114746094
2020-02-21,77.52880859375,228.41262817382812,154.6999969482422,144.9609375,325.2337951660156
2020-02-24,73.84616088867188,219.604248046875,156.08999633789062,147.12498474121094,314.4472961425781
2020-02-25,71.34484100341797,213.63279724121094,153.3000030517578,147.90835571289062,304.9188232421875
2020-02-26,72.47663116455078,214.73385620117188,153.97000122070312,147.12498474121094,303.79730224609375
2020-02-27,67.73896789550781,203.98129272460938,154.0,148.7211151123047,290.1532287597656
2020-02-28,67.6993408203125,204.1400146484375,148.3800048828125,152.0797576904297,288.9341735839844
2020-03-02,74.002197265625,214.67434692382812,149.1999969482422,150.96083068847656,301.4468688964844
2020-03-03,71.65193176269531,207.79031372070312,153.88999938964844,153.3045654296875,292.81573486328125
2020-03-04,74.97547912597656,216.45982360839844,154.16000366210938,151.6767120361328,305.1236267089844
2020-03-05,72.54349517822266,209.88330078125,157.49000549316406,155.4521942138672,294.9808044433594
2020-03-06,71.58012390136719,206.3421173095703,157.5500030517578,163.5425262451172,290.1044616699219
2020-03-09,65.91869354248047,192.0086669921875,157.80999755859375,167.97506713867188,267.44891357421875
2020-03-10,70.66626739501953,202.46363830566406,154.47999572753906,159.36497497558594,281.2879943847656
